
Starting Morgan fingerprint experiment...

Total number of weights in the network: 6601

max of weights 0.06962983567500523

max of weights 0.4696933894680044

max of weights 0.7587680705801679

max of weights 0.9663000758992738

max of weights 1.123474604567829

max of weights 1.2366037062841253

max of weights 1.3898187554315742

max of weights 1.5725768609778592

max of weights 1.616305075352508

max of weights 1.8239615714932553

max of weights 2.0931609549898424

max of weights 2.252749922396313

max of weights 2.2931026777700056

max of weights 2.3014564516616196

max of weights 2.3826451052118345

max of weights 2.3154238410749772

max of weights 2.372745731531402

max of weights 2.554074736835666

max of weights 2.556753807956633

max of weights 2.6695443561006518

max of weights 2.7765796335851505

max of weights 2.878978928123344

max of weights 2.9614621460956356

max of weights 3.0774058221963614

max of weights 3.17828863002784

max of weights 3.0840640014429073

max of weights 3.1825700156148105

max of weights 3.2516181145937963

max of weights 3.2428994620860054

max of weights 3.3707892107759823

max of weights 3.3923414434222923

max of weights 3.6225129234612083

max of weights 3.67139911355945

max of weights 3.7518812041967258

max of weights 3.7379923899288845

max of weights 3.6570747817142863

max of weights 3.7275077758730437

max of weights 3.708027353521667

max of weights 3.7486451805690044

max of weights 3.807709336572904

max of weights 3.802536135687572

max of weights 3.970628492088092

max of weights 4.0123439388366275

max of weights 4.156516168544965

max of weights 4.115211395340496

max of weights 4.068989325157616

max of weights 4.127304347868836

max of weights 4.08448556086408

max of weights 4.161977839423076

max of weights 4.155381432122243

max of weights 4.138581514755477

max of weights 4.307885498811171

max of weights 4.383012123080876

max of weights 4.406392518917981

max of weights 4.310346654222169

max of weights 4.373409142174933

max of weights 4.390182644598941

max of weights 4.374617495960888

max of weights 4.465392739920377

max of weights 4.369603101015078

max of weights 4.4264514213823425

max of weights 4.566286132882394

max of weights 4.652708318810481

max of weights 4.630389732357633

max of weights 4.5359053482624185

max of weights 4.650411316165876

max of weights 4.588448032776853

max of weights 4.614978124541337

max of weights 4.6934729099393016

max of weights 4.657163207239193

max of weights 4.817163964880692

max of weights 4.907865754918586

max of weights 5.003246846352045

max of weights 4.960341390692401

max of weights 4.897293498477395

max of weights 4.94867187026396

max of weights 4.925077382814882

max of weights 5.004012635532743

max of weights 5.073012702661253

max of weights 5.084930966305198

max of weights 5.196415867067744

max of weights 5.260138932041168

max of weights 5.337538620912783

Performance on logP:
Train RMSE: 1.2987962979813088
Train R2: 0.511947763288298
Test RMSE: 1.5585721283444955
Test R2: 0.33323354176265363

Starting Average experiment...

Performance on logP:
Train RMSE: 1.8591219922763682
Train R2: 0.0
Test RMSE: 1.9087278157747403
Test R2: -1.8278865013598988e-05

Starting neural fingerprint experiment...

Total number of weights in the network: 20739

max of weights 0.08144291040373952

max of weights 0.48828236155878935

max of weights 0.9021972402347266

max of weights 1.210900451257399

max of weights 1.482333400709037

max of weights 1.6210152599449859

max of weights 1.9565694383654084

max of weights 2.4290973963837588

max of weights 2.89276866025132

max of weights 3.324623280622259

max of weights 3.7219631384982246

max of weights 4.201205918896855

max of weights 4.612901456438694

max of weights 4.95283070065155

max of weights 5.196806036400989

max of weights 5.50784379503431

max of weights 5.759702011375168

max of weights 5.88841716889901

max of weights 6.053038911462577

max of weights 6.1664787731027735

max of weights 6.285425159177213

max of weights 6.372603638529322

max of weights 6.437837223217767

max of weights 6.4963211572195005

max of weights 6.595972893168493

max of weights 6.793953206385942

max of weights 6.9800423574295545

max of weights 7.067662408766427

max of weights 7.13273454508869

max of weights 7.145048670121754

max of weights 7.23221242432249

max of weights 7.580152379249029

max of weights 7.843007293836012

max of weights 8.015012569969967

max of weights 8.288827610504912

max of weights 8.583921899605684

max of weights 8.831305485939742

max of weights 8.967652131626759

max of weights 9.048104460109542

max of weights 9.05698336761544

max of weights 9.152765225292228

max of weights 9.296831719360348

max of weights 9.366734803966963

max of weights 9.41969608220404

max of weights 9.597481287264483

max of weights 9.80618584936989

max of weights 9.933592947940793

max of weights 9.992487562724724

max of weights 9.92016655005004

max of weights 9.911965404442356

max of weights 9.955010433621815

max of weights 10.135394046007699

max of weights 10.175549750445764

max of weights 10.230629466116074

max of weights 10.389958172965597

max of weights 10.51854835851025

max of weights 10.558288547774378

max of weights 10.59977250678934

max of weights 10.547362121919194

max of weights 10.557143645452706

max of weights 10.634194465308386

max of weights 10.760701960285221

max of weights 10.788713126703593

max of weights 10.870423577480103

max of weights 10.978325989804349

max of weights 11.031682572511532

max of weights 11.03786470706434

max of weights 10.966053742020598

max of weights 10.871576309276145

max of weights 10.926406547238582

max of weights 11.05321368997562

max of weights 11.098317728537436

max of weights 11.114483607425063

max of weights 11.320307382455287

max of weights 11.455460689904285

max of weights 11.48265576809799

max of weights 11.40039898620321

